EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
RM875,30,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,11309,Upto 15000,1,No,3,1,10,4,2,10,7
RM887,30,26-35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Research Scientist,2,Married,9369,Upto 10000,0,Yes,4,1,12,2,3,11,9
RM932,30,26-35,No,Non-Travel,Research & Development,9,Medical,3,Female,3,2,Manufacturing Director,3,Single,12858,Upto 15000,7,Yes,3,3,10,3,3,8,4
RM942,30,26-35,No,Travel_Rarely,Research & Development,6,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,23631,MoreThan 15000,0,No,3,1,10,6,3,9,2
RM949,30,26-35,No,Travel_Rarely,Research & Development,17,Medical,2,Female,3,3,Manager,1,Married,25927,MoreThan 15000,1,Yes,4,4,9,2,3,9,1
RM1014,30,26-35,No,Travel_Rarely,Sales,7,Marketing,4,Female,3,2,Sales Executive,1,Divorced,12761,Upto 15000,7,No,3,2,8,3,3,3,2
RM1050,30,26-35,No,Travel_Rarely,Sales,16,Life Sciences,4,Male,3,2,Sales Executive,3,Married,2939,Upto 5000,8,No,3,3,4,2,2,2,1
RM1053,30,26-35,No,Non-Travel,Research & Development,7,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,7152,Upto 10000,1,No,3,2,1,2,2,1,0
RM1065,30,26-35,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,15428,MoreThan 15000,0,No,4,1,6,3,4,5,3
RM1107,30,26-35,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,Married,5323,Upto 10000,1,No,3,4,10,4,3,10,8
RM1110,30,26-35,No,Travel_Rarely,Sales,29,Technical Degree,3,Male,3,3,Sales Executive,2,Married,17799,MoreThan 15000,3,No,3,2,9,3,3,4,2
RM1142,30,26-35,No,Travel_Rarely,Research & Development,7,Medical,2,Male,2,1,Research Scientist,2,Married,5348,Upto 10000,1,No,3,2,6,3,2,6,4
RM1234,30,26-35,No,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,3,1,Research Scientist,4,Married,3811,Upto 5000,1,No,3,2,10,2,2,10,0
RM1245,30,26-35,No,Travel_Frequently,Research & Development,2,Technical Degree,4,Female,2,1,Research Scientist,1,Single,26427,MoreThan 15000,0,No,3,4,10,2,3,9,7
RM1247,30,26-35,Yes,Travel_Frequently,Human Resources,8,Human Resources,3,Female,2,1,Human Resources,4,Divorced,9732,Upto 10000,6,No,3,3,6,0,2,4,2
RM1252,30,26-35,No,Travel_Rarely,Sales,15,Marketing,3,Male,2,3,Sales Executive,1,Divorced,3088,Upto 5000,2,No,3,1,12,2,3,7,7
RM1260,30,26-35,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,9128,Upto 10000,3,No,3,3,10,3,3,7,0
RM1297,30,26-35,No,Travel_Rarely,Research & Development,10,Medical,1,Female,3,3,Manufacturing Director,3,Single,2739,Upto 5000,9,No,3,2,9,3,3,7,7
RM1339,30,26-35,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,Single,16019,MoreThan 15000,1,No,3,3,1,3,2,1,0
RM1413,30,26-35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,2,Married,4077,Upto 5000,1,No,3,3,12,6,2,12,8
RM013,31,26-35,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,15170,MoreThan 15000,1,No,3,4,5,1,2,5,2
RM059,31,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,4,Divorced,9528,Upto 10000,3,No,4,4,10,3,2,7,7
RM073,31,26-35,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,Single,18775,MoreThan 15000,1,No,3,2,1,4,3,1,1
RM076,31,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,3,Female,3,2,Manufacturing Director,4,Single,20682,MoreThan 15000,1,No,4,4,11,2,3,11,7
RM125,31,26-35,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,1,2,Sales Executive,3,Married,20739,MoreThan 15000,4,Yes,3,2,12,3,2,7,7
RM133,31,26-35,Yes,Travel_Rarely,Sales,20,Life Sciences,2,Female,1,2,Sales Executive,3,Married,24788,MoreThan 15000,3,Yes,3,3,4,2,3,2,2
RM181,31,26-35,No,Travel_Rarely,Research & Development,12,Medical,3,Female,3,1,Research Scientist,4,Married,6984,Upto 10000,8,Yes,4,3,7,0,3,4,2
RM225,31,26-35,No,Non-Travel,Research & Development,1,Medical,3,Male,1,2,Manufacturing Director,3,Married,4381,Upto 5000,0,No,3,4,6,2,3,5,4
RM246,31,26-35,No,Travel_Frequently,Research & Development,3,Medical,2,Male,3,3,Research Director,3,Divorced,13523,Upto 15000,9,No,3,1,9,3,3,2,2
RM260,31,26-35,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,Single,11652,Upto 15000,0,No,3,2,6,2,4,5,4
RM267,31,26-35,No,Travel_Rarely,Research & Development,23,Medical,2,Male,2,2,Healthcare Representative,4,Married,14408,Upto 15000,0,No,4,2,10,2,3,9,0
RM293,31,26-35,No,Travel_Frequently,Sales,5,Marketing,4,Female,3,1,Sales Representative,2,Divorced,3909,Upto 5000,1,No,3,3,2,5,2,2,2
RM304,31,26-35,No,Travel_Rarely,Sales,7,Technical Degree,2,Male,4,2,Sales Executive,4,Married,12241,Upto 15000,4,No,3,2,10,3,2,8,7
RM310,31,26-35,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,3,1,Research Scientist,4,Married,10077,Upto 15000,0,Yes,3,3,6,4,3,5,2
RM311,31,26-35,No,Travel_Rarely,Human Resources,2,Human Resources,1,Male,2,2,Human Resources,1,Married,17822,MoreThan 15000,3,No,3,4,9,1,3,2,2
RM313,31,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,7747,Upto 10000,0,Yes,3,2,3,2,1,2,2
RM322,31,26-35,No,Travel_Rarely,Sales,7,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7143,Upto 10000,4,No,3,4,13,3,3,7,7
RM326,31,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,14034,Upto 15000,1,No,4,1,10,2,3,10,9
RM343,31,26-35,No,Travel_Rarely,Research & Development,7,Medical,3,Female,3,3,Manufacturing Director,4,Single,25713,MoreThan 15000,1,Yes,3,3,11,2,2,11,9
RM370,31,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,2,1,Research Scientist,2,Single,7551,Upto 10000,0,Yes,3,4,3,5,3,2,2
RM395,31,26-35,No,Travel_Rarely,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4156,Upto 5000,1,No,3,2,13,5,1,13,10
RM400,31,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,16193,MoreThan 15000,1,No,3,3,4,3,3,4,2
RM435,31,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,14394,Upto 15000,1,No,4,4,13,6,4,13,8
RM440,31,26-35,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,22908,MoreThan 15000,3,No,3,1,12,2,3,1,0
RM451,31,26-35,No,Travel_Rarely,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,8346,Upto 10000,4,Yes,3,3,10,2,4,6,5
RM457,31,26-35,No,Travel_Rarely,Sales,7,Life Sciences,3,Male,2,3,Manager,4,Divorced,25291,MoreThan 15000,9,No,4,3,10,3,2,5,4
RM483,31,26-35,Yes,Travel_Rarely,Sales,13,Medical,2,Male,3,2,Sales Executive,1,Divorced,11512,Upto 15000,2,No,3,3,9,2,1,3,1
RM485,31,26-35,No,Travel_Rarely,Sales,6,Medical,1,Male,4,2,Sales Executive,4,Divorced,6219,Upto 10000,4,No,4,4,13,4,4,7,7
RM645,31,26-35,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Male,3,1,Research Scientist,4,Married,14871,Upto 15000,3,Yes,3,2,8,2,3,6,4
RM676,31,26-35,No,Travel_Rarely,Sales,7,Life Sciences,2,Male,2,1,Sales Representative,3,Married,11737,Upto 15000,3,No,3,2,13,2,4,7,7
RM680,31,26-35,No,Non-Travel,Sales,20,Marketing,4,Female,3,2,Sales Executive,3,Married,24406,MoreThan 15000,1,No,3,4,9,2,2,9,8
RM691,31,26-35,No,Travel_Rarely,Research & Development,12,Medical,4,Female,3,2,Healthcare Representative,4,Married,17369,MoreThan 15000,0,Yes,3,3,10,2,1,9,7
RM710,31,26-35,Yes,Non-Travel,Research & Development,9,Medical,3,Male,2,1,Research Scientist,1,Single,10322,Upto 15000,0,Yes,4,1,4,0,3,3,2
RM727,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,11275,Upto 15000,1,No,3,3,4,1,3,4,3
RM819,31,26-35,No,Travel_Frequently,Sales,20,Life Sciences,3,Male,4,1,Sales Representative,4,Married,21981,MoreThan 15000,0,No,3,1,3,4,3,2,2
RM832,31,26-35,Yes,Travel_Frequently,Research & Development,15,Medical,3,Male,3,1,Laboratory Technician,3,Married,6233,Upto 10000,1,No,3,3,2,5,2,2,2
RM896,31,26-35,No,Travel_Rarely,Research & Development,11,Medical,3,Male,3,2,Healthcare Representative,1,Married,17089,MoreThan 15000,1,Yes,3,4,6,2,2,6,5
RM897,31,26-35,No,Travel_Rarely,Research & Development,24,Medical,3,Female,2,2,Healthcare Representative,1,Single,17198,MoreThan 15000,1,No,3,2,10,2,3,10,9
RM951,31,26-35,No,Non-Travel,Sales,2,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,8935,Upto 10000,1,Yes,3,1,10,5,2,10,8
RM953,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,Single,8319,Upto 10000,1,Yes,3,1,3,2,4,3,2
RM981,31,26-35,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,Single,11882,Upto 15000,7,No,3,3,3,3,4,1,0
RM986,31,26-35,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,Married,21057,MoreThan 15000,1,Yes,3,4,10,3,2,10,2
RM1013,31,26-35,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,Single,16154,MoreThan 15000,1,No,3,2,1,3,3,1,0
RM1015,31,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,3,4,Research Director,2,Single,8847,Upto 10000,3,No,3,3,9,3,4,3,2
RM1017,31,26-35,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,2,1,Research Scientist,2,Single,22262,MoreThan 15000,1,No,3,3,1,3,4,1,0
RM1031,31,26-35,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,8386,Upto 10000,1,No,3,1,13,5,3,13,7
RM1034,31,26-35,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,8931,Upto 10000,1,No,3,1,10,2,3,10,8
RM1036,31,26-35,No,Travel_Rarely,Human Resources,8,Medical,4,Female,4,1,Human Resources,2,Single,24609,MoreThan 15000,9,No,3,4,8,3,3,3,2
RM1037,31,26-35,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,21081,MoreThan 15000,6,Yes,3,3,7,2,1,2,2
RM1086,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,4156,Upto 5000,1,No,3,1,7,2,1,7,2
RM1145,31,26-35,No,Travel_Frequently,Sales,2,Other,4,Male,3,2,Sales Executive,1,Single,21602,MoreThan 15000,7,No,3,4,10,3,3,5,2
RM1192,31,26-35,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,3,2,Sales Executive,4,Married,22589,MoreThan 15000,1,No,3,1,10,2,3,10,0
RM1228,31,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,18103,MoreThan 15000,1,No,3,4,6,2,4,5,2
RM1240,31,26-35,No,Travel_Frequently,Research & Development,24,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,6670,Upto 10000,2,No,4,4,9,3,2,5,4
RM1248,31,26-35,No,Travel_Rarely,Sales,5,Technical Degree,1,Male,3,2,Sales Executive,3,Married,20943,MoreThan 15000,1,No,3,3,6,3,3,5,2
RM1258,31,26-35,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,Married,19002,MoreThan 15000,2,No,3,1,10,2,3,1,0
RM1275,31,26-35,No,Travel_Rarely,Sales,29,Marketing,1,Female,2,2,Sales Executive,4,Married,13402,Upto 15000,1,No,3,1,13,3,3,12,7
RM1307,31,26-35,No,Travel_Frequently,Sales,7,Marketing,1,Female,3,3,Sales Executive,1,Married,8277,Upto 10000,2,No,3,4,9,3,3,3,2
RM1313,31,26-35,Yes,Travel_Rarely,Human Resources,18,Human Resources,4,Male,4,1,Human Resources,1,Married,21495,MoreThan 15000,0,No,3,3,2,4,3,1,0
RM1342,31,26-35,No,Travel_Rarely,Research & Development,20,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,18624,MoreThan 15000,1,No,3,1,10,2,3,10,8
RM1359,31,26-35,No,Travel_Rarely,Sales,10,Medical,3,Female,3,2,Sales Executive,4,Divorced,20115,MoreThan 15000,2,Yes,3,4,8,2,3,5,2
RM1361,31,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,16031,MoreThan 15000,8,No,3,2,4,0,2,2,2
RM1383,31,26-35,No,Non-Travel,Research & Development,3,Medical,3,Male,3,1,Research Scientist,1,Divorced,3995,Upto 5000,1,Yes,3,4,4,3,4,4,2
RM1390,31,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5771,Upto 10000,1,No,4,2,10,6,3,10,8
RM1396,31,26-35,Yes,Travel_Frequently,Sales,26,Marketing,1,Male,3,2,Sales Executive,4,Married,21075,MoreThan 15000,1,Yes,3,3,10,4,3,10,7
RM1403,31,26-35,No,Travel_Rarely,Research & Development,2,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,17536,MoreThan 15000,1,Yes,3,3,1,4,3,1,0
RM1406,31,26-35,No,Non-Travel,Research & Development,10,Medical,3,Female,3,3,Research Director,3,Married,26862,MoreThan 15000,4,No,4,3,13,2,4,11,7
RM1418,31,26-35,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,6393,Upto 10000,0,No,3,3,3,1,3,2,2
RM1464,31,26-35,No,Non-Travel,Research & Development,5,Medical,2,Male,3,2,Manufacturing Director,1,Single,3787,Upto 5000,0,No,3,2,10,2,3,9,4
RM006,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Single,11864,Upto 15000,0,No,3,3,8,2,2,7,7
RM017,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,4,1,Research Scientist,2,Divorced,15053,MoreThan 15000,0,Yes,3,4,7,5,2,6,2
RM027,32,26-35,Yes,Travel_Frequently,Research & Development,16,Life Sciences,2,Female,1,1,Research Scientist,1,Single,4681,Upto 5000,1,Yes,4,2,10,5,3,10,2
RM061,32,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,3,2,Manufacturing Director,4,Married,10877,Upto 15000,1,Yes,4,2,9,3,3,9,8
RM074,32,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,2,Research Scientist,2,Married,7346,Upto 10000,1,No,3,2,10,3,3,10,4
RM095,32,26-35,No,Travel_Rarely,Sales,6,Medical,2,Male,3,2,Sales Executive,3,Single,24301,MoreThan 15000,1,No,3,1,12,0,3,11,8
RM102,32,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,1,Single,15178,MoreThan 15000,1,No,3,4,1,2,3,1,0
RM141,32,26-35,Yes,Travel_Rarely,Research & Development,9,Medical,1,Female,3,1,Laboratory Technician,1,Single,10224,Upto 15000,7,No,4,1,10,2,4,5,4
RM145,32,26-35,No,Travel_Frequently,Sales,9,Medical,4,Male,1,2,Sales Executive,4,Divorced,22812,MoreThan 15000,0,No,3,4,9,2,4,8,7
RM155,32,26-35,No,Travel_Frequently,Sales,8,Marketing,2,Female,3,3,Sales Executive,4,Single,15589,MoreThan 15000,1,No,3,4,9,2,3,9,8
RM170,32,26-35,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,3,1,Research Scientist,3,Single,12430,Upto 15000,3,No,4,1,8,2,3,5,4
RM211,32,26-35,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,Married,25812,MoreThan 15000,1,No,3,3,14,2,2,14,8
RM239,32,26-35,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,1,Sales Representative,2,Married,20990,MoreThan 15000,2,No,3,1,6,5,3,4,3
RM240,32,26-35,Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,9571,Upto 10000,0,Yes,3,4,4,2,1,3,2
RM242,32,26-35,No,Non-Travel,Sales,26,Marketing,3,Male,3,2,Sales Executive,4,Married,12069,Upto 15000,0,No,3,1,4,2,3,3,2
RM261,32,26-35,No,Travel_Frequently,Research & Development,7,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,26062,MoreThan 15000,1,No,4,3,5,3,1,5,1
RM263,32,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,19737,MoreThan 15000,4,No,3,4,9,5,3,6,2
RM307,32,26-35,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Married,16985,MoreThan 15000,1,No,3,3,13,3,2,13,8
RM320,32,26-35,No,Travel_Rarely,Sales,8,Technical Degree,3,Female,2,2,Sales Executive,2,Married,24624,MoreThan 15000,1,Yes,3,4,13,2,3,13,12
RM323,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,1,Female,4,2,Research Scientist,4,Single,10557,Upto 15000,7,No,3,3,10,0,2,7,7
RM352,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,3,Female,3,1,Laboratory Technician,2,Married,3956,Upto 5000,1,No,3,3,8,4,3,8,0
RM470,32,26-35,Yes,Non-Travel,Sales,11,Other,4,Male,4,2,Sales Executive,3,Married,23914,MoreThan 15000,8,No,3,4,6,2,3,4,2
RM501,32,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,3,2,Research Scientist,4,Married,18089,MoreThan 15000,1,Yes,3,4,6,2,2,6,4
RM528,32,26-35,No,Travel_Rarely,Sales,10,Marketing,4,Male,3,2,Sales Executive,4,Single,21703,MoreThan 15000,1,No,3,4,10,2,2,10,7
RM532,32,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Research Director,4,Single,19373,MoreThan 15000,3,No,3,4,10,6,3,7,7
RM559,32,26-35,No,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,21146,MoreThan 15000,1,No,3,4,10,2,3,10,8
RM601,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,19124,MoreThan 15000,1,No,3,3,14,3,3,14,13
RM623,32,26-35,No,Travel_Rarely,Sales,13,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,9250,Upto 10000,2,No,3,3,8,3,2,5,2
RM627,32,26-35,No,Travel_Rarely,Research & Development,8,Medical,3,Female,4,2,Research Scientist,3,Married,22162,MoreThan 15000,5,No,3,3,9,3,2,5,3
RM638,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,9148,Upto 10000,0,No,3,2,4,2,3,3,0
RM642,32,26-35,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,3,2,Sales Executive,2,Married,8891,Upto 10000,1,No,3,4,10,3,3,10,8
RM657,32,26-35,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,18016,MoreThan 15000,1,Yes,4,3,1,2,1,1,0
RM683,32,26-35,No,Non-Travel,Research & Development,1,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,3974,Upto 5000,6,No,4,3,5,3,3,3,0
RM693,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,1,Married,13554,Upto 15000,1,No,3,3,8,2,4,8,7
RM757,32,26-35,No,Non-Travel,Research & Development,29,Medical,4,Female,3,1,Laboratory Technician,3,Single,11135,Upto 15000,9,No,3,2,10,2,3,8,7
RM851,32,26-35,No,Non-Travel,Sales,2,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,14947,Upto 15000,1,No,3,3,1,3,3,1,0
RM881,32,26-35,No,Travel_Frequently,Research & Development,13,Other,3,Female,2,1,Laboratory Technician,2,Married,7331,Upto 10000,1,No,4,3,2,2,3,2,2
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,2338,Upto 5000,4,Yes,3,4,10,2,3,8,7
RM936,32,26-35,No,Travel_Rarely,Sales,8,Medical,3,Male,4,2,Sales Executive,4,Married,11693,Upto 15000,1,No,3,3,10,4,4,10,7
RM940,32,26-35,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,22845,MoreThan 15000,1,No,3,1,10,3,3,10,4
RM992,32,26-35,No,Travel_Rarely,Sales,2,Marketing,3,Male,3,2,Sales Executive,2,Married,20497,MoreThan 15000,0,Yes,3,1,4,3,2,3,2
RM1027,32,26-35,No,Travel_Rarely,Sales,7,Marketing,4,Male,3,2,Sales Executive,4,Married,23343,MoreThan 15000,4,No,3,3,7,3,2,4,3
RM1076,32,26-35,No,Travel_Rarely,Research & Development,10,Medical,3,Male,3,3,Manager,4,Single,21072,MoreThan 15000,2,No,4,2,10,5,4,5,2
RM1102,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,2,2,Research Scientist,2,Married,15624,MoreThan 15000,3,No,3,1,12,2,3,7,1
RM1114,32,26-35,No,Non-Travel,Research & Development,1,Technical Degree,4,Male,3,2,Research Scientist,1,Married,25174,MoreThan 15000,4,No,3,2,9,3,2,6,5
RM1140,32,26-35,No,Travel_Rarely,Research & Development,5,Other,2,Female,4,1,Research Scientist,4,Married,18783,MoreThan 15000,3,No,3,4,6,3,3,3,2
RM1191,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,2,Research Scientist,2,Divorced,25518,MoreThan 15000,0,No,3,3,10,4,2,9,5
RM1206,32,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,24852,MoreThan 15000,1,No,3,1,1,2,3,1,0
RM1227,32,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,3,1,Research Scientist,3,Married,17360,MoreThan 15000,6,No,3,1,10,3,2,5,2
RM1238,32,26-35,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,Single,12147,Upto 15000,6,No,3,2,10,2,3,0,0
RM1242,32,26-35,No,Travel_Rarely,Sales,19,Life Sciences,4,Male,1,3,Sales Executive,3,Married,3840,Upto 5000,3,No,3,3,10,2,1,4,3
RM1261,32,26-35,No,Non-Travel,Research & Development,5,Technical Degree,2,Male,3,1,Research Scientist,2,Single,17674,MoreThan 15000,2,No,3,2,12,3,3,7,7
RM1320,32,26-35,No,Travel_Frequently,Sales,10,Marketing,4,Male,3,2,Sales Executive,4,Single,26075,MoreThan 15000,8,No,3,3,4,2,4,0,0
RM1327,32,26-35,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,Single,26186,MoreThan 15000,7,Yes,3,3,7,3,2,2,2
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,4,1,Research Scientist,3,Single,15318,MoreThan 15000,3,Yes,3,1,8,2,3,4,1
RM1389,32,26-35,No,Non-Travel,Research & Development,15,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,16542,MoreThan 15000,5,No,3,2,9,6,3,5,1
RM1395,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,10138,Upto 15000,8,No,4,2,8,1,3,1,0
RM1427,32,26-35,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,15919,MoreThan 15000,1,No,3,3,6,3,3,6,2
RM1429,32,26-35,No,Travel_Rarely,Sales,1,Medical,2,Male,2,1,Sales Representative,2,Married,18024,MoreThan 15000,0,No,3,2,3,2,3,2,2
RM1432,32,26-35,No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,4,Married,24032,MoreThan 15000,1,No,3,3,14,3,3,14,10
RM1450,32,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,1,Research Scientist,1,Single,11288,Upto 15000,1,No,3,4,4,4,3,4,2
RM004,33,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,23159,MoreThan 15000,1,Yes,3,3,8,3,3,8,7
RM031,33,26-35,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,4,Single,6670,Upto 10000,4,No,3,4,7,3,3,1,1
RM040,33,26-35,No,Travel_Frequently,Sales,1,Life Sciences,3,Female,4,2,Sales Executive,1,Married,3193,Upto 5000,2,No,3,1,10,3,3,5,3
RM056,33,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,3,3,Research Director,4,Single,15146,MoreThan 15000,1,Yes,3,3,15,1,3,15,14
RM122,33,26-35,No,Non-Travel,Sales,22,Marketing,3,Male,3,2,Sales Executive,2,Married,15480,MoreThan 15000,0,No,3,1,8,2,4,7,7
RM177,33,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,10515,Upto 15000,0,No,3,1,4,2,4,3,1
RM186,33,26-35,No,Travel_Rarely,Research & Development,14,Medical,4,Female,3,1,Research Scientist,2,Married,4673,Upto 5000,1,No,3,4,8,5,3,8,7
RM222,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,1,Research Scientist,2,Married,13248,Upto 15000,6,No,4,4,7,3,3,3,2
RM235,33,26-35,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,Married,22149,MoreThan 15000,5,Yes,3,3,8,2,1,5,4
RM237,33,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,21509,MoreThan 15000,7,No,4,1,13,3,4,9,7
